GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AVF001,AVF002,AVF003,AVF004,AVF005,AVF006,AVF007,AVF008,AVF009,AVF010,AVF011,AVF012,AV0001,AV0002,AV0003,AV0004,AV0005,AV0006,AV0007,AV0008
"G0600470","1890","California","060","Merced","0470","Merced",47,59,36,746,575,186,0,0,0,30,7,37,2382,1575,973,650,1282,400,776,47
"G0600490","1890","California","060","Modoc","0490","Modoc",12,23,0,22,17,0,0,0,0,499,404,0,1859,1431,406,312,320,125,279,254
"G0600510","1890","California","060","Mono","0510","Mono",3,19,0,146,363,42,0,0,0,368,35,2,362,197,223,176,422,105,320,197
"G0600530","1890","California","060","Monterey","0530","Monterey",90,60,16,1667,372,230,1,0,0,58,222,201,4402,3819,2595,2274,2592,1139,1686,130
"G0600550","1890","California","060","Napa","0550","Napa",89,104,109,875,905,263,6,2,0,15,64,66,3653,3232,1981,1993,2889,1678,933,52
"G0600570","1890","California","060","Nevada","0570","Nevada",110,150,165,1053,3003,2627,5,2,0,159,101,8,2910,2152,3220,3133,2965,1662,1162,165
"G0600590","1890","California","060","Orange","0590","Orange",15,0,0,162,0,0,0,0,0,5,0,0,4367,4299,1320,1306,1299,816,171,11
"G0600610","1890","California","060","Placer","0610","Placer",36,69,95,1429,2190,2410,6,0,0,73,91,2,3968,2731,1934,1702,2318,904,1456,88
"G0600630","1890","California","060","Plumas","0630","Plumas",7,9,2,307,871,911,0,1,0,374,538,5,1124,757,545,464,1084,271,503,185
"G0600670","1890","California","060","Sacramento","0670","Sacramento",513,560,475,4371,4892,3595,51,1,1,40,14,34,8671,6651,6082,5175,5613,3172,4658,317
"G0600690","1890","California","060","San Benito","0690","San Benito",63,6,0,85,242,0,0,0,0,41,81,0,1716,1529,885,828,897,368,142,47
"G0600710","1890","California","060","San Bernardino","0710","San Bernardino",313,17,8,682,123,16,2,0,0,399,658,0,8315,6752,2510,2163,2744,1617,1097,299
"G0600730","1890","California","060","San Diego","0730","San Diego",376,13,15,909,229,70,13,0,0,478,1702,28,10712,9433,3382,3223,4075,2386,1318,458
"G0600750","1890","California","060","San Francisco","0750","San Francisco",1847,1628,1330,25833,21745,12022,590,45,8,31,45,54,33413,28728,53189,53913,57687,43766,25511,2790
"G0600770","1890","California","060","San Joaquin","0770","San Joaquin",353,328,223,1676,1997,1629,10,0,0,2,34,5,7627,6208,3287,3309,3970,2187,1852,189
"G0600790","1890","California","060","San Luis Obispo","0790","San Luis Obispo",457,23,9,386,183,59,2,0,0,47,153,137,4500,3932,1881,1713,2105,1049,671,221
"G0600810","1890","California","060","San Mateo","0810","San Mateo",52,34,10,448,596,519,9,0,0,6,8,8,1323,1021,1799,1659,2681,1089,500,15
"G0600830","1890","California","060","Santa Barbara","0830","Santa Barbara",26,63,38,581,227,109,5,0,0,73,88,153,5199,4837,1386,1397,1434,816,623,62
"G0600850","1890","California","060","Santa Clara","0850","Santa Clara",989,161,173,2723,2695,1525,27,0,0,19,73,12,10178,10107,6223,6351,6835,4553,3260,498
"G0600870","1890","California","060","Santa Cruz","0870","Santa Cruz",62,63,53,785,523,156,19,0,0,10,131,2,5182,4429,2283,2174,2939,1387,847,29
"G0600890","1890","California","060","Shasta","0890","Shasta",221,54,44,342,1334,574,2,1,0,693,1037,26,4193,3250,1064,839,1099,430,792,466
"G0600910","1890","California","060","Sierra","0910","Sierra",12,22,28,488,1252,810,0,0,0,10,12,0,1047,589,768,675,1093,369,489,21
"G0600930","1890","California","060","Siskiyou","0930","Siskiyou",117,88,29,1151,1568,1440,0,0,0,710,493,50,3751,2510,1202,991,1340,391,1496,482
"G0600950","1890","California","060","Solano","0950","Solano",97,72,78,1522,993,920,26,2,0,11,21,3,4036,3144,3338,3073,3801,1898,1595,61
"G0600970","1890","California","060","Sonoma","0970","Sonoma",45,60,77,1145,904,473,74,0,0,297,339,85,8228,7656,3969,3786,4931,2590,1386,175
"G0600990","1890","California","060","Stanislaus","0990","Stanislaus",61,20,4,421,518,306,0,0,0,12,27,0,3275,2390,1171,929,1254,527,431,63
"G0601010","1890","California","060","Sutter","1010","Sutter",47,35,31,327,266,208,0,0,0,1,13,0,1914,1583,514,458,429,196,364,11
"G0601030","1890","California","060","Tehama","1030","Tehama",252,142,73,892,774,294,0,0,0,101,167,54,3423,2590,817,706,807,328,1054,191
"G0601050","1890","California","060","Trinity","1050","Trinity",27,7,23,554,1951,1099,0,0,0,193,261,140,1000,564,412,368,437,164,630,144
"G0601070","1890","California","060","Tulare","1070","Tulare",207,80,39,954,324,99,2,2,0,178,118,4,9866,7498,1815,1412,1871,771,1124,217
"G0601090","1890","California","060","Tuolumne","1090","Tuolumne",52,84,67,253,805,1524,0,0,0,218,347,3,1250,721,1087,1025,994,482,394,129
"G0601110","1890","California","060","Ventura","1110","Ventura",110,15,0,451,129,0,1,0,0,91,80,0,3438,2845,939,814,941,441,563,90
"G0601130","1890","California","060","Yolo","1130","Yolo",122,102,69,604,608,395,5,0,0,41,47,117,4084,3321,1455,1220,1160,672,686,86
"G0601150","1890","California","060","Yuba","1150","Yuba",218,247,152,974,2146,2337,1,0,0,27,67,0,2358,1896,1312,1155,1084,611,1056,164
"G0800050","1890","Colorado","080","Arapahoe","0050","Arapahoe",3254,1083,257,980,238,4,9,0,0,47,1,2,39227,28692,15427,13861,18300,12338,2808,1482
"G0800070","1890","Colorado","080","Archuleta","0070","Archuleta",3,0,0,0,0,0,0,0,0,0,0,0,415,310,27,15,40,16,2,1
"G0800090","1890","Colorado","080","Baca","0090","Baca",0,0,0,0,0,0,0,0,0,0,0,0,663,593,92,66,43,22,0,0
"G0800110","1890","Colorado","080","Bent","0110","Bent",11,42,11,1,2,0,0,0,0,3,17,11,550,408,103,93,95,49,4,11
"G0800130","1890","Colorado","080","Boulder","0130","Boulder",69,49,1,11,18,0,0,0,0,1,0,0,4659,3605,1566,1391,1759,1021,57,24
"G0800150","1890","Colorado","080","Chaffee","0150","Chaffee",66,70,0,14,6,0,0,0,0,0,1,0,2324,1722,771,466,935,314,62,18
"G0800170","1890","Colorado","080","Cheyenne","0170","Cheyenne",2,0,0,0,0,0,0,0,0,0,0,0,220,151,47,33,54,27,2,0
"G0800190","1890","Colorado","080","Clear Creek","0190","Clear Creek",86,94,22,7,17,2,0,0,0,0,0,0,1770,1108,976,1012,1506,719,58,35
"G0800210","1890","Colorado","080","Conejos","0210","Conejos",30,17,0,0,9,0,0,0,0,10,21,34,3258,2858,327,264,291,155,25,15
"G0800230","1890","Colorado","080","Costilla","0230","Costilla",4,7,1,0,0,0,0,0,0,4,20,17,1610,1497,131,108,89,48,3,5
"G0800270","1890","Colorado","080","Custer","0270","Custer",6,40,0,0,9,0,0,0,0,0,6,0,932,761,377,349,336,209,2,4
"G0800290","1890","Colorado","080","Delta","0290","Delta",2,0,0,0,0,0,0,0,0,0,0,0,1115,855,196,128,171,67,2,0
"G0800330","1890","Colorado","080","Dolores","0330","Dolores",14,0,0,0,0,0,0,0,0,1,0,0,601,210,222,97,289,64,12,3
"G0800350","1890","Colorado","080","Douglas","0350","Douglas",20,17,2,1,0,0,0,0,0,0,1,1,991,701,340,244,514,195,10,11
"G0800370","1890","Colorado","080","Eagle","0370","Eagle",1,0,0,1,0,0,0,0,0,0,0,0,1096,474,504,196,1309,144,2,0
"G0800390","1890","Colorado","080","Elbert","0390","Elbert",24,7,0,0,1,0,0,0,0,0,0,0,608,418,271,209,222,104,22,2
"G0800410","1890","Colorado","080","El Paso","0410","El Paso",571,159,1,69,16,0,1,0,0,1,3,0,7924,6265,1845,1577,1893,1093,366,276
"G0800430","1890","Colorado","080","Fremont","0430","Fremont",85,72,1,6,4,0,0,0,0,3,0,0,2764,1984,1207,885,1476,746,62,32
"G0800450","1890","Colorado","080","Garfield","0450","Garfield",48,0,0,0,0,0,0,0,0,0,0,0,1531,972,448,322,883,274,24,24
"G0800470","1890","Colorado","080","Gilpin","0470","Gilpin",54,71,60,49,124,1,0,0,0,1,1,0,840,531,1025,983,1569,815,77,27
"G0800490","1890","Colorado","080","Grand","0490","Grand",2,4,0,0,0,0,0,0,0,0,0,0,244,153,64,46,73,22,2,0
"G0800495","1890","Colorado","080","Greenwood","0495","Greenwood",0,0,31,0,0,0,0,0,0,0,0,0,,,,,,,,
"G0800510","1890","Colorado","080","Gunnison","0510","Gunnison",48,46,0,4,0,0,0,0,0,0,0,0,1434,930,518,363,821,241,26,26
"G0800530","1890","Colorado","080","Hinsdale","0530","Hinsdale",8,16,0,0,3,0,0,0,0,1,0,0,308,200,109,72,115,49,5,4
"G0800550","1890","Colorado","080","Huerfano","0550","Huerfano",40,0,2,3,0,0,0,0,0,4,10,31,2755,2519,435,317,534,275,32,15
"G0800590","1890","Colorado","080","Jefferson","0590","Jefferson",19,34,20,9,2,0,0,0,0,0,0,0,2783,1887,1185,857,1117,593,21,7
"G0800610","1890","Colorado","080","Kiowa","0610","Kiowa",15,0,0,0,0,0,0,0,0,0,0,0,529,442,99,71,50,37,9,6
"G0800630","1890","Colorado","080","Kit Carson","0630","Kit Carson",0,0,0,0,0,0,0,0,0,0,0,0,896,771,248,204,211,142,0,0
"G0800650","1890","Colorado","080","Lake","0650","Lake",209,298,1,0,0,0,0,0,0,0,7,0,3346,2155,2420,1816,3182,1535,116,93
"G0800670","1890","Colorado","080","La Plata","0670","La Plata",34,1,0,19,0,0,0,0,0,1,0,0,2221,1281,603,395,687,268,45,9
"G0800690","1890","Colorado","080","Larimer","0690","Larimer",18,43,0,3,3,0,0,0,0,1,2,10,3826,2917,832,709,951,455,16,6
"G0800710","1890","Colorado","080","Las Animas","0710","Las Animas",227,53,13,15,6,0,0,0,0,12,48,72,6557,5691,1192,1037,1626,851,146,108
"G0800730","1890","Colorado","080","Lincoln","0730","Lincoln",0,0,0,0,0,0,0,0,0,0,0,0,232,152,100,62,101,42,0,0
"G0800750","1890","Colorado","080","Logan","0750","Logan",5,0,0,0,0,0,0,0,0,0,0,0,1000,921,339,282,308,215,2,3
"G0800770","1890","Colorado","080","Mesa","0770","Mesa",26,0,0,3,0,0,0,0,0,0,0,0,1829,1138,414,244,450,156,21,8
"G0800830","1890","Colorado","080","Montezuma","0830","Montezuma",1,0,0,0,0,0,0,0,0,0,0,0,638,489,131,112,90,68,1,0
"G0800850","1890","Colorado","080","Montrose","0850","Montrose",17,0,0,5,0,0,0,0,0,0,0,0,1708,1164,361,252,339,134,16,6
"G0800870","1890","Colorado","080","Morgan","0870","Morgan",3,0,0,0,0,0,0,0,0,0,0,0,677,442,147,126,140,66,3,0
"G0800890","1890","Colorado","080","Otero","0890","Otero",22,0,0,6,0,0,0,0,0,4,0,0,2123,1192,316,178,262,89,23,9
"G0800910","1890","Colorado","080","Ouray","0910","Ouray",64,6,0,17,3,0,0,0,0,0,1,0,2801,923,757,308,1398,242,63,18
"G0800930","1890","Colorado","080","Park","0930","Park",7,14,1,62,124,0,0,0,0,1,8,0,1210,731,450,282,609,196,68,2
"G0800950","1890","Colorado","080","Phillips","0950","Phillips",2,0,0,0,0,0,0,0,0,0,0,0,899,823,281,221,235,181,2,0
"G0800970","1890","Colorado","080","Pitkin","0970","Pitkin",77,0,0,0,0,0,0,0,0,0,0,0,3117,1708,1090,910,1463,564,41,36
"G0800990","1890","Colorado","080","Prowers","0990","Prowers",9,0,0,1,0,0,0,0,0,1,0,0,802,669,155,145,117,70,9,2
"G0801010","1890","Colorado","080","Pueblo","1010","Pueblo",904,147,27,82,7,0,0,0,0,1,1,1,13134,7783,2601,1912,3727,1347,636,351
"G0801030","1890","Colorado","080","Rio Blanco","1030","Rio Blanco",0,0,0,2,0,0,0,0,0,2,0,0,497,301,126,89,133,50,3,1
"G0801050","1890","Colorado","080","Rio Grande","1050","Rio Grande",18,4,0,1,0,0,0,0,0,3,4,0,1470,1138,256,198,228,139,14,8
"G0801070","1890","Colorado","080","Routt","1070","Routt",7,1,0,0,0,0,0,0,0,1,0,0,1058,612,221,149,229,92,6,2
"G0801090","1890","Colorado","080","Saguache","1090","Saguache",3,3,0,1,0,0,0,0,0,4,2,0,1397,1038,271,226,266,107,5,3
"G0801110","1890","Colorado","080","San Juan","1110","San Juan",8,0,0,8,1,0,0,0,0,0,0,0,499,170,222,95,479,91,12,4
"G0801130","1890","Colorado","080","San Miguel","1130","San Miguel",21,0,0,11,0,0,0,0,0,0,0,0,1433,331,301,114,630,68,23,9
"G0801150","1890","Colorado","080","Sedgwick","1150","Sedgwick",5,0,0,0,0,0,0,0,0,0,0,0,447,345,122,129,154,91,3,2
"G0801170","1890","Colorado","080","Summit","1170","Summit",0,22,5,4,19,0,0,0,0,0,0,0,571,369,280,188,371,123,4,0
"G0801210","1890","Colorado","080","Washington","1210","Washington",17,0,0,0,0,0,0,0,0,0,0,0,853,749,187,176,202,117,11,6
"G0801230","1890","Colorado","080","Weld","1230","Weld",29,15,0,2,0,0,0,0,0,0,0,1,4348,3329,1145,1011,1168,704,18,13
"G0801250","1890","Colorado","080","Yuma","1250","Yuma",0,0,0,1,0,0,0,0,0,0,0,0,946,884,194,145,244,182,1,0
"G0900010","1890","Connecticut","090","Fairfield","0010","Fairfield",2563,2182,1680,61,11,0,6,0,0,31,22,14,36913,39114,18319,18827,17398,16849,1257,1404
"G0900030","1890","Connecticut","090","Hartford","0030","Hartford",2276,2232,1752,67,50,1,3,1,0,17,14,2,31642,32770,20884,21160,19199,19162,1231,1132
"G0900050","1890","Connecticut","090","Litchfield","0050","Litchfield",807,1026,1052,8,0,0,0,0,0,13,40,27,16150,16686,5075,4993,5130,4680,416,412
"G0900070","1890","Connecticut","090","Middlesex","0070","Middlesex",418,371,372,8,7,0,2,0,0,5,7,5,10654,11400,4004,4152,4746,4135,209,224
"G0900090","1890","Connecticut","090","New Haven","0090","New Haven",4065,3513,2734,90,39,0,5,5,0,25,14,6,42374,42666,30898,31339,29819,27777,2072,2113
"G0900110","1890","Connecticut","090","New London","0110","New London",1473,1480,1419,27,14,0,1,0,0,105,147,141,20303,21554,8130,8722,7895,8424,768,838
"G0900130","1890","Connecticut","090","Tolland","0130","Tolland",191,195,199,6,0,0,1,0,0,0,4,0,6519,6775,2816,2995,2883,2895,107,91
"G0900150","1890","Connecticut","090","Windham","0150","Windham",509,548,460,5,2,1,0,0,0,32,7,40,10430,11285,5274,5460,5761,6402,262,284
"G1000010","1890","Delaware","100","Kent","0010","Kent",8036,8114,7164,2,0,0,0,0,0,1,0,0,11626,11684,378,339,338,260,4105,3934
"G1000030","1890","Delaware","100","New Castle","0030","New Castle",14365,12636,10192,35,1,0,0,0,0,3,5,0,27194,26584,8266,8368,6577,5790,7371,7032
"G1000050","1890","Delaware","100","Sussex","0050","Sussex",5985,5692,5438,0,0,0,0,0,0,0,0,0,16485,15782,129,135,85,46,3019,2966
"G1100010","1890","District Of Columbia","110","District Of Columbia","0010","District Of Columbia",75572,59596,43404,91,13,3,9,4,0,25,5,15,52354,54955,13719,15150,9680,8837,33831,41866
"G1200010","1890","Florida","120","Alachua","0010","Alachua",13260,10016,12393,1,0,0,0,0,0,0,0,0,4559,4421,214,188,175,116,6657,6604
"G1200030","1890","Florida","120","Baker","0030","Baker",745,643,290,0,0,0,0,0,0,0,0,0,1292,1248,10,20,10,8,384,361
"G1200070","1890","Florida","120","Bradford","0070","Bradford",1555,1290,824,0,0,0,0,0,0,0,0,0,2912,2837,72,48,47,45,823,732
"G1200090","1890","Florida","120","Brevard","0090","Brevard",541,84,19,1,0,0,0,0,0,23,15,0,1305,1069,88,93,190,91,351,214
"G1200130","1890","Florida","120","Calhoun","0130","Calhoun",549,396,244,0,0,0,0,0,0,0,0,0,489,602,12,12,11,6,297,252
"G1200170","1890","Florida","120","Citrus","0170","Citrus",304,0,0,0,0,0,0,0,0,0,0,0,1129,929,12,8,10,2,180,124
"G1200190","1890","Florida","120","Clay","0190","Clay",1521,573,399,1,0,0,0,0,0,0,0,0,1655,1621,99,71,119,67,856,666
"G1200230","1890","Florida","120","Columbia","0230","Columbia",6484,4769,3228,0,0,0,0,0,0,0,0,0,3328,2958,34,34,23,16,3383,3101
"G1200250","1890","Florida","120","Dade","0250","Dade",87,67,13,0,0,0,0,0,0,134,0,0,184,140,109,76,93,38,142,79
"G1200270","1890","Florida","120","De Soto","0270","De Soto",139,0,0,0,0,0,0,0,0,0,0,0,2532,2117,26,45,64,21,109,30
"G1200310","1890","Florida","120","Duval","0310","Duval",14802,10850,6780,27,1,0,1,0,0,0,0,0,4739,4727,621,654,729,500,7189,7641
"G1200330","1890","Florida","120","Escambia","0330","Escambia",8706,5302,2880,6,0,0,0,0,0,1,0,0,4216,4275,907,970,781,326,4340,4373
"G1200370","1890","Florida","120","Franklin","0370","Franklin",1358,592,475,0,0,0,0,0,0,0,0,0,774,678,164,178,109,47,731,627
"G1200390","1890","Florida","120","Gadsden","0390","Gadsden",7448,8055,6038,0,0,0,0,0,0,0,0,0,2053,2131,59,56,89,58,3578,3870
"G1200470","1890","Florida","120","Hamilton","0470","Hamilton",3170,2318,2363,0,0,0,0,0,0,0,0,0,2764,2535,19,14,3,2,1630,1540
"G1200530","1890","Florida","120","Hernando","0530","Hernando",892,929,854,0,0,0,0,0,0,0,0,1,817,696,20,15,21,15,442,450
"G1200570","1890","Florida","120","Hillsborough","0570","Hillsborough",2917,915,546,26,0,0,0,0,0,2,0,0,4642,4239,631,607,1229,648,1645,1300
"G1200590","1890","Florida","120","Holmes","0590","Holmes",184,106,137,0,0,0,0,0,0,0,21,0,2064,2026,24,21,13,4,94,90
"G1200630","1890","Florida","120","Jackson","0630","Jackson",11211,8735,5598,1,0,0,0,0,0,0,0,0,3204,3060,29,25,8,6,5510,5702
"G1200650","1890","Florida","120","Jefferson","0650","Jefferson",12199,12668,9897,0,0,0,0,0,0,0,0,0,1659,1668,83,72,49,27,5922,6277
"G1200670","1890","Florida","120","Lafayette","0670","Lafayette",239,173,197,0,0,0,0,0,0,0,0,0,1810,1630,4,1,2,0,138,101
"G1200690","1890","Florida","120","Lake","0690","Lake",1844,0,0,0,0,0,0,0,0,0,0,0,2850,2527,181,156,303,173,1008,836
"G1200710","1890","Florida","120","Lee","0710","Lee",80,0,0,0,0,0,0,0,0,0,0,0,586,508,66,59,89,26,49,31
"G1200730","1890","Florida","120","Leon","0730","Leon",14631,16840,12341,0,0,0,0,0,0,0,0,0,1370,1488,82,63,73,45,6936,7695
"G1200750","1890","Florida","120","Levy","0750","Levy",2129,2035,395,0,0,0,0,0,0,0,0,0,2199,2020,77,62,76,23,1106,1023
"G1200770","1890","Florida","120","Liberty","0770","Liberty",634,548,323,0,0,0,0,0,0,0,0,0,424,386,6,1,1,0,316,318
"G1200790","1890","Florida","120","Madison","0790","Madison",8760,9184,6692,0,0,0,0,0,0,0,5,0,2731,2768,20,25,12,0,4374,4386
"G1200810","1890","Florida","120","Manatee","0810","Manatee",181,135,88,0,0,0,0,0,0,0,31,0,1323,1134,77,72,58,50,109,72
"G1200830","1890","Florida","120","Marion","0830","Marion",11485,8305,7878,1,0,0,0,0,0,0,0,0,4404,3901,244,191,365,205,5848,5638
"G1200870","1890","Florida","120","Monroe","0870","Monroe",5935,3197,1026,22,12,0,13,0,0,1,72,0,719,603,2156,2147,3892,3298,2966,3005
"G1200890","1890","Florida","120","Nassau","0890","Nassau",4338,3547,1970,5,3,0,0,0,0,0,10,0,1886,1700,113,93,103,56,2262,2081
"G1200950","1890","Florida","120","Orange","0950","Orange",3536,1023,198,9,0,0,0,0,0,0,0,0,3876,3405,365,362,630,401,1922,1623
"G1200970","1890","Florida","120","Osceola","0970","Osceola",476,0,0,0,0,0,0,0,0,0,0,0,1284,1162,39,42,95,35,306,170
"G1201010","1890","Florida","120","Pasco","1010","Pasco",376,0,0,0,0,0,0,0,0,1,0,0,1780,1573,177,141,123,78,274,103
"G1201050","1890","Florida","120","Polk","1050","Polk",784,122,482,0,0,0,0,0,0,0,26,0,3507,3130,117,98,182,87,458,326
"G1201070","1890","Florida","120","Putnam","1070","Putnam",4778,2416,1334,1,0,0,0,0,0,3,0,0,2850,2544,259,237,301,213,2528,2254
"G1201090","1890","Florida","120","St Johns","1090","St Johns",3195,1363,681,7,2,0,0,0,0,2,0,0,2347,2253,233,217,261,197,1663,1541
"G1201130","1890","Florida","120","Santa Rosa","1130","Santa Rosa",2192,1872,562,0,0,0,0,0,0,1,0,0,2755,2661,88,117,113,34,1124,1069
"G1201190","1890","Florida","120","Sumter","1190","Sumter",1498,1185,980,0,0,0,0,0,0,1,0,0,1978,1718,58,35,48,27,833,666
"G1201210","1890","Florida","120","Suwannee","1210","Suwannee",4943,3140,1435,0,0,0,0,0,0,0,0,0,2820,2663,34,44,14,6,2557,2386
"G1201230","1890","Florida","120","Taylor","1230","Taylor",151,165,79,0,0,0,0,0,0,0,0,0,1034,934,1,2,0,0,77,74
"G1201270","1890","Florida","120","Volusia","1270","Volusia",2462,538,328,0,0,0,0,0,0,1,0,0,2560,2370,281,254,300,239,1337,1126
"G1201290","1890","Florida","120","Wakulla","1290","Wakulla",1379,1160,944,0,0,0,0,0,0,0,0,0,865,839,12,10,10,2,684,695
"G1201310","1890","Florida","120","Walton","1310","Walton",743,516,405,0,0,0,0,0,0,1,0,0,1975,1919,61,84,21,12,370,374
"G1201330","1890","Florida","120","Washington","1330","Washington",1339,918,373,0,0,0,0,0,0,0,0,1,2596,2339,35,34,56,27,673,666
"G1300010","1890","Georgia","130","Appling","0010","Appling",2462,1192,976,0,0,0,0,0,0,0,0,0,3170,2948,35,36,23,2,1437,1025
"G1300070","1890","Georgia","130","Baker","0070","Baker",4549,5565,4955,0,0,0,0,0,0,0,0,0,806,787,2,0,0,0,2245,2304
"G1300090","1890","Georgia","130","Baldwin","0090","Baldwin",9343,9294,6774,0,0,0,0,0,0,3,0,0,2383,2713,45,51,39,31,4549,4797
"G1300110","1890","Georgia","130","Banks","0110","Banks",1563,1507,921,0,0,0,0,0,0,0,0,0,3423,3569,3,4,0,0,818,745
"G1300150","1890","Georgia","130","Bartow","0150","Bartow",6041,6271,4719,1,0,0,0,0,0,0,0,1,7062,7305,78,71,34,24,2983,3059
"G1300190","1890","Georgia","130","Berrien","0190","Berrien",2417,836,460,0,0,0,0,0,0,0,0,1,4111,4103,24,17,17,5,1466,951
"G1300210","1890","Georgia","130","Bibb","0210","Bibb",23336,15700,11424,5,0,0,0,0,0,0,18,0,8958,8328,472,547,462,262,10880,12461
"G1300270","1890","Georgia","130","Brooks","0270","Brooks",7637,6057,4231,0,0,0,0,0,0,0,0,0,3096,3194,25,16,9,2,3817,3820
"G1300290","1890","Georgia","130","Bryan","0290","Bryan",2687,2561,3605,0,0,0,0,0,0,0,0,0,1455,1352,9,2,11,4,1472,1215
"G1300310","1890","Georgia","130","Bulloch","0310","Bulloch",4689,2256,1744,0,0,0,0,0,0,0,0,0,4628,4302,32,41,14,6,2636,2053
"G1300330","1890","Georgia","130","Burke","0330","Burke",22680,21031,13436,1,0,0,1,0,0,2,8,0,2934,2819,16,18,24,6,11493,11191
"G1300350","1890","Georgia","130","Butts","0350","Butts",5398,4034,3445,0,0,0,0,0,0,0,0,0,2555,2590,11,6,4,1,2692,2706
"G1300370","1890","Georgia","130","Calhoun","0370","Calhoun",6199,4670,3477,0,0,0,0,0,0,0,0,0,1105,1124,4,4,2,0,3156,3043
"G1300390","1890","Georgia","130","Camden","0390","Camden",4137,4092,3157,0,0,0,0,0,0,0,0,0,978,965,49,23,20,6,2093,2044
"G1300395","1890","Georgia","130","Campbell","0395","Campbell",3493,3885,2587,0,0,0,1,0,0,0,0,0,2709,2808,48,34,14,8,1741,1753
"G1300450","1890","Georgia","130","Carroll","0450","Carroll",3851,2310,1309,0,0,0,0,0,0,0,0,0,9211,9129,46,42,17,5,1982,1869
"G1300470","1890","Georgia","130","Catoosa","0470","Catoosa",636,612,616,0,0,0,0,0,0,0,0,0,2365,2299,52,39,27,13,351,285
"G1300490","1890","Georgia","130","Charlton","0490","Charlton",870,360,401,0,0,0,0,0,0,0,0,0,1258,1172,20,10,5,0,563,307
"G1300510","1890","Georgia","130","Chatham","0510","Chatham",34757,27515,24518,15,2,0,0,0,0,3,12,1,6984,6879,2676,2825,2037,1564,16459,18316
"G1300530","1890","Georgia","130","Chattahoochee","0530","Chattahoochee",3065,3540,3405,0,0,0,0,0,0,0,0,0,918,912,3,2,2,0,1568,1497
"G1300550","1890","Georgia","130","Chattooga","0550","Chattooga",1998,2040,1503,0,0,0,0,0,0,0,0,0,4378,4763,26,22,11,4,1028,970
"G1300570","1890","Georgia","130","Cherokee","0570","Cherokee",1508,1626,1281,0,0,0,0,0,0,0,0,1,6874,6942,36,34,13,5,752,756
"G1300590","1890","Georgia","130","Clarke","0590","Clarke",8111,6388,6453,2,0,0,0,0,0,1,1,0,3173,3554,98,105,81,61,3929,4185
"G1300610","1890","Georgia","130","Clay","0610","Clay",4815,3852,2849,0,0,0,0,0,0,0,0,0,1458,1524,10,2,3,5,2352,2463
"G1300630","1890","Georgia","130","Clayton","0630","Clayton",3075,3089,1743,0,0,0,0,0,0,0,0,0,2559,2607,26,16,9,3,1534,1541
"G1300650","1890","Georgia","130","Clinch","0650","Clinch",2360,838,507,0,0,1,0,0,0,0,0,0,2158,2083,17,18,13,3,1445,915
"G1300670","1890","Georgia","130","Cobb","0670","Cobb",6774,6012,3217,0,0,0,0,0,0,2,2,4,7432,7825,78,95,42,38,3286,3490
"G1300690","1890","Georgia","130","Coffee","0690","Coffee",3858,1042,678,0,0,0,0,0,0,4,0,0,3383,3188,21,16,13,0,2241,1621
"G1300710","1890","Georgia","130","Colquitt","0710","Colquitt",477,105,137,0,0,0,0,0,0,0,0,0,2123,2180,6,5,3,0,286,191
"G1300730","1890","Georgia","130","Columbia","0730","Columbia",8038,7435,9449,0,0,0,0,0,0,0,0,0,1613,1589,11,20,9,1,4043,3995
"G1300770","1890","Georgia","130","Coweta","0770","Coweta",12612,11797,8019,0,0,0,0,0,0,2,7,0,4688,4949,45,35,20,3,6235,6379
"G1300790","1890","Georgia","130","Crawford","0790","Crawford",5156,4716,4273,0,0,0,0,0,0,0,0,0,2115,2028,6,9,1,0,2631,2525
"G1300830","1890","Georgia","130","Dade","0830","Dade",1093,1084,245,0,0,0,0,0,0,0,0,0,2341,2154,36,36,30,17,859,234
"G1300850","1890","Georgia","130","Dawson","0850","Dawson",259,356,337,0,0,0,0,0,0,0,2,0,2542,2788,8,11,0,4,132,127
"G1300870","1890","Georgia","130","Decatur","0870","Decatur",10811,10183,7718,18,0,0,0,0,0,4,0,0,4473,4531,36,43,21,12,5315,5518
