pane,Piece,Rep,Li7,Na23,Mg25,Al27,K39,Ca42,Ti49,Mn55,Fe57,Rb85,Sr88,Zr90,Ba137,La139,Ce140,Nd146,Hf178,Pb208,mfr
P3,5,3,3.75,105960,24220,1640,694.2,66000,120.5,128.7,536,1.006,29.53,31.56,12.13,2.542,4.65,2.25,0.797,1.049,M2
P3,5,4,3.95,106090,24090,1637,693.3,66010,122.8,127.2,532,1.064,29.2,30.49,12.04,2.499,4.67,2.16,0.838,1.088,M2
P3,5,5,3.98,105560,23950,1622,693,67050,125.1,130.7,543,1.11,29.81,32.11,13.17,2.483,4.61,2.25,0.798,1.058,M2
P3,6,1,3.38,105500,24380,1646,689.4,68060,122,131.6,528,1.02,30.02,30.75,12.64,2.56,4.67,2.13,0.855,1.044,M2
P3,6,2,3.39,105490,24440,1649,693.4,67960,122.1,128,536,1.069,30.26,30.72,12.52,2.55,4.71,2.24,0.771,1.039,M2
P3,6,3,2.12,105810,24420,1635,695.8,66970,119.5,126.9,511,1.033,29.81,30.12,12.42,2.56,4.65,2.22,0.829,1.076,M2
P3,6,4,3.44,105460,24050,1619,687.2,67350,119.3,131.7,548,1.02,30.36,30.68,12.32,2.58,4.67,2.11,0.834,1.068,M2
P3,6,5,2.69,105760,24250,1647,690.1,66710,115.9,123.9,521,0.976,28.86,29.86,12.39,2.53,4.65,2.26,0.861,1.006,M2
P3,7,1,2.94,105300,24360,1646,692,66320,116.7,125.8,517,0.998,29.52,31.57,12.3,2.57,4.62,2.27,0.786,1.022,M2
P3,7,2,3.27,105790,24150,1629,698.6,68700,124.3,135.6,547,1.16,30.56,32.31,12.52,2.66,4.65,2.53,0.892,1.091,M2
P3,7,3,2.26,106490,24150,1634,691.5,66580,117.6,128.6,533,0.968,30.16,31.59,12.77,2.557,4.65,2.28,0.918,1.018,M2
P3,7,4,5.3,106090,23920,1621,693.8,67110,126.6,130.7,550,1.07,30.29,30.86,12.73,2.54,4.59,2.14,0.912,1.102,M2
P3,7,5,3.8,106760,24280,1636,694.5,67290,120.7,130.2,542,1.034,30.07,32.55,12.12,2.57,4.73,2.13,0.829,1.031,M2
P3,8,1,3.29,105800,24270,1619,696.9,65760,115.9,126.1,514,0.927,28.99,30.57,12.93,2.43,4.69,2.08,0.793,1.091,M2
P3,8,2,2.84,106220,24120,1625,690.3,67080,120.5,131,529,1.117,30.27,31.79,12.67,2.59,4.74,2.19,0.828,1.092,M2
P3,8,3,3.61,106800,24260,1620,689.3,66580,121,128.6,536,1.07,29.59,30.43,12.77,2.58,4.65,2.19,0.822,1.06,M2
P3,8,4,3.32,106760,24260,1621,699.5,66690,116.9,127.9,522,0.971,29.91,30.48,12.29,2.51,4.65,2.08,0.822,1.133,M2
P3,8,5,3.84,105640,24110,1625,689.7,66620,122.4,128.6,531,1.046,29.59,30.59,12.58,2.58,4.5,2.4,0.787,1.039,M2
P3,9,1,2.93,105210,24260,1572,691.1,66080,113.1,127.5,526,1.058,29.42,27.88,12.64,2.417,4.54,2.19,0.702,1.077,M2
P3,9,2,3.32,105620,24210,1584,691.4,66820,116.8,129.8,541,0.995,30.61,29.09,12.74,2.46,4.65,2.16,0.791,1.098,M2
P3,9,3,3.79,106320,24360,1584,700.1,67140,119.4,128.2,544,1.08,29.75,28.85,12.35,2.43,4.64,2.07,0.796,1.088,M2
P3,9,4,4.02,105150,23810,1548,697.9,66650,125.8,132.2,524,1.019,29.7,29.04,12.37,2.47,4.74,2.11,0.727,1.077,M2
P3,9,5,3.8,106220,24350,1590,697.6,65620,112.9,124.5,521,1.074,29.32,28.53,12.42,2.526,4.69,2.31,0.798,1.019,M2
P3,10,1,3.24,106810,24740,1739,697.7,67820,121.1,125.6,515,1.098,30.02,33.55,11.89,2.663,4.55,2.2,0.894,1.071,M2
P3,10,2,3.15,106670,24560,1733,696.4,68560,129.4,130.5,554,1.041,30.28,32.99,13.04,2.601,4.76,2.31,0.989,1.115,M2
P3,10,3,4.04,106360,24280,1708,698.1,68620,125.1,134.8,544,1.018,30.75,33.55,12.89,2.64,4.77,2.38,0.903,1.014,M2
P3,10,4,4.15,105980,24460,1711,699.2,66960,124.2,123.9,518,1.023,29.33,32.99,12.71,2.596,4.63,2.24,0.843,1.114,M2
P3,10,5,2.93,107150,24650,1700.9,693.6,67170,123,126.7,520,1.032,30.08,32.77,12.83,2.669,4.67,2.2,0.876,1.075,M2
P3,11,1,3.01,105410,24570,1761,689,67540,125.1,125.3,521,1.019,29.91,33.59,13.17,2.73,4.63,2.18,0.914,1.063,M2
P3,11,2,3.46,106660,24610,1729,691.6,68390,134.8,132.1,555,1.105,30.81,33.94,12.56,2.61,4.78,2.25,0.877,1.062,M2
P3,11,3,3.43,105860,24530,1743,689.2,67270,119.2,127,524,1.016,29.84,33.89,12.98,2.645,4.66,2.35,0.851,1.044,M2
P3,11,4,3.2,106160,24370,1716,682.4,67380,124.8,130.3,527,1.061,30.48,33.77,12.17,2.64,4.63,2.19,0.859,1.067,M2
P3,11,5,3.23,106640,24490,1715,690.5,67390,128.9,129.6,536,1.014,30.15,32.81,12.87,2.622,4.69,2.31,0.825,1.055,M2
P3,12,1,2.86,105920,24700,1755,698,68720,120.8,128.5,527,1.116,30.47,33.23,12.7,2.68,4.53,2.27,0.862,1.066,M2
P3,12,2,3.28,106390,24660,1742,689.1,69050,123.3,133.6,537,1.012,30.93,33.69,13.07,2.66,4.73,2.37,0.863,1.123,M2
P3,12,3,2.99,106590,24910,1769,694.8,67870,124.4,126.9,517,1.024,30.44,33.13,12.71,2.73,4.69,2.36,0.896,1.048,M2
P3,12,4,3.59,107120,24620,1732,697.4,68310,128,132.6,535,1.029,30.94,33.13,12.68,2.61,4.78,2.13,0.902,1.101,M2
P3,12,5,4.6,106710,24570,1713,690.3,67930,121.1,131.8,528,1.087,30.94,32.43,13.04,2.56,4.79,2.36,0.892,1.054,M2
P3,13,1,3.63,107350,24770,1787,698.4,70110,135,134.6,571,1.03,31.32,34.69,13.07,2.67,4.77,2.26,0.953,1.087,M2
P3,13,2,3.09,107510,24970,1793,701,68630,123.8,127.6,532,1.083,30.73,34.57,12.59,2.643,4.66,2.53,0.945,1.067,M2
P3,13,3,2.76,108010,24820,1800,703.5,70290,129.2,135.3,549,1.015,31.75,34.41,13.07,2.77,4.85,2.49,0.871,1.072,M2
P3,13,4,3,106720,24930,1799.9,707.7,69260,123.6,125.5,523,1.015,30.54,34.41,13.06,2.768,4.73,2.24,0.889,1.088,M2
P3,13,5,3.32,107100,24890,1790,707.4,68760,121.7,126.4,531,1.143,30.49,34.39,13.06,2.668,4.68,2.5,0.901,1.011,M2
P3,14,1,2.64,107650,24830,1806,708.8,69300,128.1,129.1,526,1.069,31.1,34.33,12.52,2.83,4.81,2.37,0.956,1.067,M2
P3,14,2,2.15,107720,24900,1790,714.3,70340,134.7,131.4,541,1.04,31.13,35.46,12.63,2.81,4.83,2.41,0.958,0.989,M2
P3,14,3,3.58,107890,25110,1804,720,69620,124.7,127.2,534,1.005,30.81,35.02,12.84,2.86,4.77,2.34,0.925,1.107,M2
P3,14,4,2.86,108510,24930,1807.3,711.8,69280,124.9,129.5,523,1.17,30.66,35.11,12.53,2.86,4.83,2.5,1.002,1.035,M2
P3,14,5,3.68,108050,24810,1778,716.3,69330,127.5,129.4,532,1.15,30.85,34.56,13.23,2.68,4.84,2.38,0.93,1.051,M2
P3,14,6,3.05,107830,24630,1773,709.3,70250,128.2,133.8,560,0.98,31.22,34.35,12.94,2.74,4.73,2.54,0.997,1.104,M2
P3,14,7,3.12,107620,24980,1801,720.8,68960,123.3,126,522,1.072,30.16,33.98,13.35,2.728,4.91,2.49,0.91,1.064,M2
P3,14,8,4.5,108590,24840,1785,719.4,68660,126.6,127.4,547,1.034,30.5,34.2,12.4,2.71,4.74,2.46,0.95,1.093,M2
P3,14,9,3.2,109300,25020,1803,718.3,68830,120.3,129.5,551,1.17,30.88,34.65,13.31,2.67,4.83,2.26,0.928,1.038,M2
P3,14,10,4.4,109100,24790,1788,719.4,69650,127.2,132.6,562,1.051,31.42,35.27,13.44,2.74,4.73,2.21,0.94,1.109,M2
P3,14,11,3.46,108940,24630,1782,722,68880,129.3,130.8,525,1.017,31.42,34.95,13.15,2.77,4.77,2.6,0.925,1.065,M2
P3,14,12,4.19,108750,24930,1792,719.1,69300,125.4,127.8,541,1.068,30.56,34.62,13.6,2.66,4.82,2.31,0.879,1.102,M2
P3,14,13,4.4,107380,24680,1770,711.1,70520,125.2,133.2,567,1.02,31.14,33.69,13.09,2.73,4.89,2.38,0.857,1.051,M2
P3,14,14,3.8,107940,24670,1772,719.8,70240,128.1,132.4,555,1.013,31.02,34.39,13.1,2.73,4.88,2.23,0.985,1.023,M2
P3,14,15,3.26,108520,24860,1796,724.8,68940,125.5,125.8,530,1.043,30.17,34.13,12.53,2.686,4.73,2.41,0.856,1.073,M2
P3,14,16,3.62,108780,24730,1772,720.8,68680,121.2,128.5,535,1.064,30.56,34.88,12.9,2.8,4.73,2.35,1.022,1.064,M2
P3,14,17,4,108910,24880,1781,715.1,69120,129.4,130.8,558,1.211,31.03,34.49,12.26,2.76,4.9,2.46,0.907,1.112,M2
P3,14,18,3.16,108950,24870,1791,720.8,70100,129,130.9,543,1.085,31.04,35.09,12.33,2.77,4.83,2.32,0.97,1.065,M2
P3,14,19,4.13,108100,24780,1794,716.2,68990,125.6,128.3,516,1.033,31.12,34.65,13.12,2.85,4.75,2.51,0.955,1.041,M2
P3,14,20,3.9,108060,24800,1775,714,68860,122,130.5,547,1.088,30.88,34.86,13.66,2.77,4.83,2.53,0.956,1.104,M2
P3,15,1,3.02,108200,24740,1800,708.8,69180,121.5,130.2,541,1.13,31.3,35.29,12.78,2.79,4.74,2.38,0.931,1.006,M2
P3,15,2,4.2,108170,24480,1785,708.6,70570,127.6,135,561,1.15,31.13,33.59,12.31,2.82,4.79,2.54,0.964,1.127,M2
P3,15,3,2.93,108450,24710,1792,715,68530,128.3,127.2,527,1.104,30.73,33.57,13.08,2.72,4.7,2.23,0.904,1.095,M2
P3,15,4,3.02,109640,24960,1793,717.1,69560,117.8,129.7,537,1.05,30.98,34.37,12.09,2.81,4.79,2.39,0.883,1.118,M2
P3,15,5,2.78,109060,24690,1794,716.2,69190,124.6,131,529,1.026,31.18,34.74,12.71,2.74,4.65,2.41,0.931,1.099,M2
P3,16,1,2.67,107510,24900,1782,702.7,70930,129.3,134.7,568,1.09,31.41,33.56,12.19,2.7,4.78,2.22,0.884,1.107,M2
P3,16,2,2.95,107230,24800,1784,711.8,68890,118.1,127,530,1.045,30.11,32.82,13,2.686,4.68,2.33,0.94,1.039,M2
P3,16,3,2.72,108120,24750,1770,706.5,69620,122.6,131.1,540,1.15,31.57,33.39,13.28,2.76,4.81,2.49,0.899,1.141,M2
P3,16,4,5,107800,24850,1761,709.1,70450,125.8,130.1,548,1.04,30.96,33.35,13.79,2.78,4.61,2.46,0.97,1.137,M2
P3,16,5,3.79,108500,24910,1773,707.4,69650,124.1,132.2,569,1.16,31.52,33.45,13.06,2.71,4.77,2.43,0.899,1.062,M2
P3,17,1,2.8,107640,24860,1782,712.4,70040,120.7,129.6,533,1.02,31.35,33.56,12.6,2.76,4.74,2.34,0.849,1.119,M2
P3,17,2,4,107350,24730,1770,701.3,70220,125,134.6,559,1.06,31.37,33.74,13.19,2.74,4.72,2.38,0.904,1.091,M2
P3,17,3,3.69,107150,24750,1755,708.5,68490,121.3,127.2,525,1.094,30.29,31.86,12.87,2.77,4.73,2.28,0.868,1.131,M2
P3,17,4,4.1,107590,24860,1765.5,712.1,69060,122.5,128,520,1.102,30.63,32.5,13,2.644,4.66,2.35,0.908,1.088,M2
P3,17,5,4.24,107480,24980,1774,717.1,69010,119.1,127.2,525,1.064,30.94,32.27,12.69,2.692,4.73,2.41,0.984,1.1,M2
P3,18,1,3.24,107240,24910,1767,704.2,70340,126,132,523,1.08,31.73,35,12.95,2.8,4.67,2.41,0.913,1.082,M2
P3,18,2,3.38,108160,24960,1777,711.2,69780,120.9,129.2,524,1.033,31.43,35.08,13.28,2.77,4.77,2.24,0.903,1.084,M2
P3,18,3,4.8,107320,24760,1748.7,708.3,68690,132.2,128.5,530,1.057,30.43,32.37,12.35,2.69,4.69,2.34,0.897,1.072,M2
P3,18,4,3.13,107460,24690,1746,706.2,69880,130.4,132.3,547,1.09,31.23,35,12.88,2.74,4.81,2.35,0.908,1.103,M2
P3,18,5,2.43,108230,24880,1774,707.2,69690,121.4,130.5,547,0.998,30.94,34.47,12.61,2.78,4.79,2.38,0.926,1.113,M2
P3,19,1,2.89,105010,24280,1658,690.9,67230,124.7,126.6,531,1.065,29.77,30.29,12.22,2.59,4.66,2.11,0.832,1.06,M2
P3,19,2,3.76,104630,24130,1640,689.7,67750,117.5,127.3,519,1.05,30.07,29.88,13.06,2.47,4.64,2.3,0.854,1.084,M2
P3,19,3,2.7,105320,24400,1675,696.4,67120,119.3,124.6,518,1.022,29.5,29.81,12.61,2.59,4.6,2.23,0.761,1.039,M2
P3,19,4,3.4,106680,24410,1652,688.4,67290,121.6,128.2,534,1.07,30.7,31.2,12.62,2.68,4.74,2.42,0.843,1.138,M2
P3,19,5,2.99,105640,24250,1660,691.7,67910,121,130.5,522,1.06,30.79,30.54,12.03,2.58,4.61,2.38,0.78,1.061,M2
P3,20,1,3.73,106140,24410,1677,696.2,68660,121.9,128.6,533,0.946,30.45,31.27,12.6,2.66,4.73,2.27,0.941,1.114,M2
P3,20,2,2.84,107400,24620,1695,705.1,68490,122.9,127.2,517,1.152,30.81,31.54,12.89,2.63,4.65,2.25,0.903,1.047,M2
P3,20,3,4.3,106580,24280,1666,695.3,68610,127.8,131.3,541,1.06,30.99,29.93,12.41,2.55,4.65,2.4,0.874,1.077,M2
P3,20,4,3.3,106720,24270,1678,703.4,67380,122.2,125.4,530,1.099,29.95,30.46,12.29,2.53,4.72,2.17,0.806,1.071,M2
P3,20,5,2.84,106640,24220,1669,695.8,68290,125.5,130.9,540,1.04,30.68,30.97,12.64,2.55,4.72,2.32,0.788,1.028,M2
P3,21,1,3.69,106530,24400,1675,699.8,68480,120.8,129,542,0.943,30.52,32.21,12.34,2.67,4.52,2.18,0.787,1.098,M2
P3,21,2,3.7,106820,24530,1698,703.8,68560,116.5,126.3,527,1.03,30.11,31.92,12.82,2.69,4.7,2.43,0.855,1.079,M2
P3,21,3,3.41,106900,24370,1651,698.3,67060,116.4,125,532,1.065,29.47,31.89,12.77,2.6,4.51,2.13,0.862,1.029,M2
P3,21,4,3.06,106430,24430,1661,710.1,67140,123.1,123.8,503,1.06,29.89,31,12.93,2.57,4.65,2.19,0.837,1.097,M2
P3,21,5,3.8,107140,24320,1662,699.3,67920,122.3,127.3,548,1.104,30.51,32.07,11.96,2.71,4.64,2.36,0.847,1.083,M2
P3,22,1,3.21,106230,24600,1671,695.1,67940,116.8,127.9,527,1.056,30.65,30.86,12.07,2.59,4.6,2.03,0.781,1.116,M2
P3,22,2,2.54,106150,24580,1668,701.4,67820,120,124.9,512,1.04,30.49,30.82,12.9,2.641,4.72,2.07,0.776,1.019,M2
P3,22,3,2.35,106590,24470,1646,695.2,68250,122,129.6,536,1.041,30.48,30.47,12.86,2.57,4.66,2.35,0.848,1.118,M2
P3,22,4,2.9,105950,24280,1643,695.8,67660,120.9,125.6,541,1.023,30.32,30.52,12.34,2.7,4.66,2.17,0.776,1.063,M2
P3,22,5,3.53,107130,24410,1650,690.3,68240,113.7,127.8,519,0.92,30.57,31.33,13.45,2.58,4.73,2.21,0.859,1.074,M2
P3,23,1,3.33,105720,24370,1671,705.8,68030,123.1,127.5,527,1.13,30.4,30.5,12.74,2.55,4.63,2.35,0.882,1.043,M2
P3,23,2,2.19,105880,24220,1651,695.7,67410,116.8,126.5,542,0.98,30.41,29.91,12.67,2.48,4.62,2.29,0.79,1.087,M2
P3,23,3,2.56,106080,24170,1639,702.7,67790,119,127.9,539,1.05,30.45,30.04,12.63,2.54,4.56,2.23,0.76,1.058,M2
P3,23,4,2.7,105630,24010,1633,701.6,67470,119,126.3,524,1.041,29.73,31.1,12.86,2.545,4.77,2.17,0.834,1.091,M2
P3,23,5,3.73,106360,24330,1645,702.1,67660,119.9,126.8,507,0.982,30.19,30.88,12.72,2.526,4.61,2.2,0.761,1.098,M2
P3,24,1,3.2,106680,24460,1695,705.6,67910,115.8,125.7,523,1.022,30.37,31.95,12.8,2.63,4.77,2.42,0.857,1.068,M2
P3,24,2,3.04,107160,24270,1669,704.7,68580,127.7,130.1,535,1.07,30.46,32.37,12.4,2.62,4.7,2.23,0.803,1.093,M2
P3,24,3,3.26,107160,24380,1678,710.3,68240,121.8,127.5,540,1.09,30.29,32.09,12.36,2.61,4.63,2.25,0.854,1.172,M2
P3,24,4,3.1,107520,24370,1674,703.7,68710,120.5,130.9,555,1.08,30.5,33.05,13.02,2.63,4.82,2.14,0.795,1.119,M2
P3,24,5,2.87,107500,24350,1672,703.7,67700,124.3,128.4,538,1.13,29.89,31.55,12.18,2.63,4.61,2.47,0.907,1.097,M2
P3,24,6,2.97,107710,24470,1675,707.6,67720,119.2,127.2,524,1.058,30.38,33.07,12.27,2.55,4.67,2.32,0.838,1.069,M2
P3,24,7,3.1,106910,24210,1662,708.6,67690,121.5,126.5,517,1.045,29.77,32.51,12.56,2.56,4.65,2.21,0.807,1.1,M2
P3,24,8,4.02,107090,24370,1672,708,67000,122.1,126.3,534,1.088,30.2,31.67,12.96,2.661,4.74,2.18,0.816,1.114,M2
P3,24,9,2.88,107600,24340,1663,705.8,66960,112.8,127.2,526,1.16,30.06,31.95,12.09,2.6,4.59,2.16,0.788,1.1,M2
P3,24,10,2.97,107290,24480,1674,713.3,67450,116.8,127,544,1.018,30.4,31.85,13.19,2.71,4.75,2.43,0.882,1.046,M2
P3,24,11,3.5,107130,24080,1653,702,67910,124.5,130.6,544,1.07,29.82,32.21,12.66,2.59,4.68,2.2,0.831,1.122,M2
P3,24,12,3.04,107560,24230,1660,704.1,67450,118.5,127.6,535,1.107,30.08,30.21,12.25,2.59,4.78,2.16,0.75,1.078,M2
P3,24,13,3.03,106830,24350,1659,706.2,67880,123.4,129.1,543,1.21,30.17,30.3,13.01,2.65,4.78,2.33,0.799,1.177,M2
P3,24,14,3.05,107400,24410,1669,706,67090,120.5,124.8,522,1.105,30.11,30.27,12.58,2.63,4.74,2.28,0.796,1.065,M2
P3,24,15,3.46,107010,24230,1664,709.3,67310,121.1,127.7,525,1.006,30,30.74,12.51,2.6,4.65,2.28,0.889,1.125,M2
P3,24,16,2.84,107540,24260,1648,709.4,66220,119.4,123.9,527,1.095,29.3,30.8,12.22,2.595,4.71,2.36,0.827,1.148,M2
P3,24,17,3.63,108150,24510,1662,702.5,67430,122.9,128.5,557,1.1,29.98,30.6,12.49,2.67,4.71,2.15,0.838,1.095,M2
P3,24,18,2.49,107180,24340,1665,709.9,66590,117,125.1,520,0.983,29.02,30.46,12.87,2.59,4.84,2.44,0.815,1.054,M2
P3,24,19,3.26,108010,24530,1683,715.2,66490,116.7,124,533,1.018,29.36,29.96,12.97,2.56,4.7,2.31,0.79,1.032,M2
P3,24,20,3.63,108080,24550,1676,705.1,66950,122.2,128.8,545,1.084,30.09,31.65,12.24,2.65,4.75,2.48,0.829,1.107,M2
P4,1,1,2.81,103130,24490,1701,732.9,67320,121.6,124.7,529,1.11,30.27,31.4,13.24,2.68,4.71,2.23,0.69,1.12,M2
P4,1,2,2.64,103500,24550,1707,743.4,68590,116.3,125.5,560,1.13,30.36,31.6,13.08,2.53,4.78,2.29,0.75,1.1,M2
P4,1,3,2.06,104270,24760,1724,747.5,68350,118.2,125.7,543,1.05,30.72,31.4,12.1,2.7,4.69,2.22,0.77,1.12,M2
P4,1,4,3.09,104570,24640,1710,744.3,68310,113.8,127.2,539,1.16,31.39,31.1,13.3,2.58,4.81,2.44,0.87,1.176,M2
P4,1,5,2.7,103990,24370,1697,753,68410,116.8,125,530,1.03,30.67,29.9,12.78,2.58,4.72,2.26,0.83,1.12,M2
P4,2,1,2.38,103580,24580,1685,738.5,68130,116.9,124.3,548,1.05,30.51,29.1,12.68,2.55,4.71,1.89,0.91,1.065,M2
P4,2,2,2.55,105220,24410,1667,740.4,67090,113.1,125.6,531,1.02,30.95,29.04,12.83,2.54,4.52,2.51,0.8,1.12,M2
P4,2,3,2.57,104640,24550,1689,748.4,68020,115.6,124.3,541,1.17,30.76,29,12.98,2.56,4.62,2.41,0.75,1.11,M2
P4,2,4,2.68,105560,24530,1677,749.1,67950,115,126.7,540,1,30.75,29,13.53,2.52,4.55,2.43,0.83,1.016,M2
P4,2,5,2.44,105820,24350,1696,746.2,68360,115.7,126.5,529,1.17,30.07,30.2,13.35,2.51,4.62,2.14,0.67,1.12,M2
P4,2,6,2.23,105190,24580,1684,739.6,68210,113.1,124.1,550,1.12,30.81,29.9,13.8,2.58,4.77,1.98,0.99,1.12,M2
P4,2,7,2.56,105530,24490,1677,752.6,67540,114.4,124.4,542,1.13,30.76,31.2,13.01,2.52,4.76,2.35,0.69,1.2,M2
P4,2,8,2.7,105910,24780,1690,752.2,68470,116.1,125.7,562,1.19,30.57,30,12.7,2.7,4.71,2.08,0.84,1.18,M2
P4,2,9,3.01,105570,24740,1693,745.7,68300,114.4,124.9,543,1.01,31.14,29.4,14,2.61,4.57,2.3,0.73,1.02,M2
P4,2,10,2.69,105500,24400,1680,750.2,67980,115.5,125.1,540,1.15,30.42,28.85,13.38,2.71,4.61,2.11,0.8,1.15,M2
P4,2,11,2.71,105270,24720,1687,731.5,67380,110.3,126.8,544,1.04,30.5,29.3,12.9,2.66,4.42,2.45,0.75,1.08,M2
P4,2,12,3.11,104750,24420,1679,735.2,67430,112.1,123.3,529,1.13,30.65,29.7,13.03,2.66,4.62,2.26,0.76,1.04,M2
P4,2,13,2.57,105720,24540,1667,749.4,67770,103.3,127.2,548,1.06,30.44,29.1,13.32,2.64,4.62,2.17,0.77,1.08,M2
P4,2,14,2.28,107410,24140,1638,754.9,66910,107.2,126.6,560,1.11,30.05,29.74,12.42,2.47,4.58,2.12,0.79,1.18,M2
P4,2,15,2.71,105410,24650,1666,747.9,67330,116.2,126.4,572,0.99,30.04,29.87,12.64,2.54,4.71,2.09,0.69,1.09,M2
P4,2,16,2.62,105830,24410,1671,750.1,67160,113.7,125.9,532,1.16,30.51,28.7,13.13,2.65,4.76,2.12,0.86,1.1,M2
P4,2,17,2.59,106200,24760,1689,742,68020,112.9,125.5,544,1.02,30.18,29.5,13.8,2.81,4.69,2.44,0.85,1.16,M2
P4,2,18,2.92,106440,24350,1645,756.2,66750,115.5,126.8,547,1,30.32,29.05,12.25,2.46,4.6,2.17,0.76,1.183,M2
P4,2,19,2.54,105490,24490,1676,743,68040,116.4,124.7,549,1.08,30.62,29.9,13.7,2.66,4.68,2.34,0.75,1.17,M2
P4,2,20,2.04,104560,23980,1674,728.3,66670,117,125,557,1.07,29.68,31.7,12.78,2.52,4.55,2.21,0.86,1.05,M2
P4,3,1,2.82,105350,24320,1660,729.4,66150,111.6,125.2,526,1.03,29.15,29.1,12.41,2.57,4.65,2.29,0.59,1.03,M2
P4,3,2,2.99,106220,24450,1661,737.8,67100,115.8,126.7,519,1.02,30.04,28.7,12.7,2.46,4.55,2.03,0.77,1.14,M2
P4,3,3,2.97,106400,24290,1654,738.4,66980,112.5,125,547,1.12,29.35,29.1,12.1,2.64,4.59,1.91,0.83,1.08,M2
P4,3,4,2.5,107060,24470,1650,741.5,66850,112,126,535,1.07,29.12,28.5,12.15,2.51,4.47,2.17,0.74,1.01,M2
P4,3,5,2.65,105400,24290,1654,740.2,66270,114.4,125.1,517,1.07,29.71,29.6,12.61,2.65,4.38,2.08,0.69,0.961,M2
P4,4,1,1.98,105420,24440,1686,727.6,67990,112.7,127.8,549,1.02,30.61,29.5,12.3,2.6,4.5,2.1,0.7,1.06,M2
P4,4,2,2.28,105430,24520,1687,726.4,67870,110.3,126.5,550,1.14,31.04,29.8,13.3,2.68,4.65,2.47,0.9,1.11,M2
P4,4,3,2.04,104540,24330,1680,729.2,67890,118.9,125.5,557,1.12,31.15,29.7,13.11,2.68,4.47,2.05,0.81,1,M2
P4,4,4,2.82,104880,24360,1680,736.4,68100,117.8,125.3,536,1.02,31.18,30.4,13.2,2.59,4.44,2.37,0.68,1.06,M2
P4,4,5,2.49,104920,24390,1688,737.8,68500,120.4,125.8,543,1.09,30.55,30.9,13,2.68,4.65,2.36,0.86,1.07,M2
P4,5,1,2.44,105040,24580,1681,722.7,67730,115.6,127.4,538,1.1,29.96,29.9,12.9,2.45,4.64,2.19,0.79,1.07,M2
P4,5,2,2.24,105330,24540,1689,731.5,68500,115.3,125.9,540,1.06,30.5,30.3,12.9,2.57,4.8,2.12,0.88,1.15,M2
P4,5,3,2.43,106330,24680,1680,727.9,67580,122,126.5,539,1.09,30.01,28.8,12.8,2.47,4.86,2.32,0.68,1.04,M2
P4,5,4,2.54,106410,24380,1650,735.9,66950,113.8,127.5,545,1.08,30.13,30.2,12.52,2.45,4.61,2.11,0.81,1.14,M2
P4,5,5,2.34,105720,24370,1658,741.9,67780,125.2,124.7,537,1.03,30.09,29.3,12.58,2.62,4.62,2.47,0.84,1.111,M2
P4,6,1,2.68,106460,24340,1660,741.5,67250,118.6,125.7,534,1.05,29.8,28.8,12.1,2.4,4.56,2.37,0.63,1.12,M2
P4,6,2,2.71,106410,24480,1660,737,67300,115.7,124.9,547,1.09,29.87,28.5,12.8,2.54,4.67,2.29,0.57,1.18,M2
P4,6,3,2.7,106550,24530,1669,730.6,67290,110.6,126.6,543,1.18,29.82,29.3,12,2.49,4.63,2.09,0.85,1.04,M2
P4,6,4,2.87,106110,24490,1646,733.3,67690,115.4,123.9,536,1.05,30.41,28.3,12.2,2.56,4.57,2.35,0.67,1.07,M2
P4,6,5,2.68,106630,24610,1662,736.4,67660,119.9,128.2,540,1.07,30.48,28.9,11.68,2.59,4.51,2.08,0.62,1.07,M2
P4,7,1,2.49,104300,24820,1705,719.3,67920,117.2,126.9,505,1,31.14,31.3,12.2,2.77,4.72,2.14,0.82,0.98,M2
P4,7,2,2.46,103610,24490,1670,720.1,67610,117.3,125.8,548,1.08,30.66,30,12.74,2.61,4.48,1.95,0.82,1.07,M2
P4,7,3,2.52,104900,24600,1665,734.1,68240,119.4,127.5,528,1.08,30.68,30.6,13.8,2.66,4.76,2,0.98,1.06,M2
P4,7,4,2.37,105300,24440,1683,730,68610,121.3,125.7,522,1.07,30.31,30.9,12.8,2.66,4.72,2.13,0.85,1.06,M2
P4,7,5,2.61,104400,24560,1679,733,67630,117.9,125.1,516,0.98,29.73,29.6,11.75,2.77,4.48,2.26,0.77,1.06,M2
P4,8,1,2.1,103810,24680,1708,723,68900,109.8,124.5,533,1.13,31.21,31,13.2,2.61,4.78,2.21,0.68,1.01,M2
P4,8,2,2.45,104060,24410,1692,732.4,68370,123.3,125,536,1.15,31.57,29.6,13.3,2.55,4.61,2.53,0.92,1.06,M2
P4,8,3,1.98,103780,24670,1710,718.4,68960,120.9,125.9,533,1.12,31.24,30.6,13,2.72,4.81,2.16,1.02,1.13,M2
P4,8,4,2.07,103900,24570,1706,731.4,68200,119.7,125.1,524,1.1,30.16,30,12.4,2.66,4.6,2.34,0.85,1.05,M2
P4,8,5,1.93,105440,24690,1700,729.9,68710,117.5,125.9,529,0.95,30.89,29.9,13.2,2.53,4.78,2.32,0.82,1,M2
P4,9,1,2.15,104290,24800,1705,722.1,68850,128.3,125.6,548,1.03,30.68,28.7,12.2,2.7,4.55,2.19,0.69,1.02,M2
